customerid,tenure,monthlycharges,totalcharges,churn
0722-SVSFK,7,100,715,No
3612-YVGSJ,71,24,1681,No
9825-YCXWZ,41,101,4016,No
5397-NSKQG,67,51,3281,No
8565-HBFNN,69,107,7317,No
2000-DHJUY,70,92,6474,No
0203-HHYIJ,25,25,676,Yes
8670-ERCJH,72,113,8164,No
7758-UJWYS,34,41,1325,No
2050-ONYDQ,65,26,1654,No
7055-JCGNI,70,112,7795,No
0739-UUAJR,72,54,3952,No
4826-DXMUP,35,72,2495,No
0952-KMEEH,13,98,1230,Yes
7285-KLOTR,12,79,876,No
0654-PQKDW,62,71,4263,No
7175-NTIXE,25,76,1992,No
7963-SHNDT,52,39,1982,No
9796-BPKIW,8,70,562,No
0188-GWFLE,2,20,33,No
8129-GMVGI,56,20,1090,No
2882-DDZPG,12,19,227,No
3547-LQRIK,47,27,1250,No
9137-NOQKA,2,19,37,No
5843-TTHGI,18,50,892,No
1849-RJYIG,8,60,487,No
8868-GAGIO,45,85,3713,No
4061-UKJWL,3,45,141,No
5380-XPJNZ,38,20,678,No
8263-QMNTJ,72,116,8425,No
8178-EYZUO,46,94,4154,Yes
3230-JCNZS,71,99,7061,No
0277-ORXQS,66,51,3364,No
5130-IEKQT,25,106,2655,Yes
3230-WYKIR,18,82,1425,Yes
7996-BPXHY,13,25,332,No
3227-WLKLI,65,92,5963,No
0407-BDJKB,60,96,5742,Yes
2266-FUBDZ,15,19,278,No
8237-ULIXL,72,25,1871,No
9600-UDOPK,30,94,2866,Yes
8216-AZUUZ,42,100,4303,No
9153-BTBVV,71,25,1753,No
4074-SJFFA,1,55,54,Yes
3269-ATYWD,39,96,3759,Yes
5186-PEIZU,35,19,617,No
1074-AMIOH,53,108,5935,No
4910-GMJOT,1,95,94,Yes
0354-WYROK,31,99,2911,Yes
4361-FEBGN,48,20,982,No
7748-UMTRK,30,101,2974,No
0380-ZCSBI,10,20,198,No
7145-FEJWU,12,105,1275,No
6463-MVYRY,57,70,4003,No
3969-JQABI,58,65,3791,No
9624-EGDEQ,37,20,813,No
1051-EQPZR,44,20,780,No
5849-ASHZJ,27,20,552,No
5780-INQIK,8,49,408,No
7576-OYWBN,3,76,231,Yes
4526-ZJJTM,25,88,2191,No
8384-FZBJK,57,101,5611,No
3750-RNQKR,12,19,246,No
0962-CQPWQ,62,20,1296,No
3096-YXENJ,65,108,7082,No
1265-BCFEO,71,80,5662,No
5837-LXSDN,21,59,1215,No
5945-AZYHT,71,110,7854,No
8325-QRPZR,7,75,525,No
6384-VMJHP,72,73,5265,No
2262-SLNVK,1,70,70,No
7730-CLDSV,72,99,7129,No
1135-HIORI,64,111,7266,No
0164-APGRB,72,115,8496,No
6481-ESCNL,29,101,2878,No
1790-NESIO,13,20,261,No
1550-EENBN,31,104,3205,No
5539-TMZLF,1,70,69,Yes
4323-SADQS,7,34,279,Yes
4446-BZKHU,61,106,6281,Yes
5202-IVJNU,39,30,1131,Yes
5976-JCJRH,10,70,738,Yes
8198-RKSZG,14,80,1137,No
0137-OCGAB,1,80,80,Yes
3351-NQLDI,67,94,6341,Yes
9297-EONCV,72,91,6697,No
7593-JNWRU,6,45,260,Yes
4588-YBNIB,1,20,19,Yes
1069-QJOEE,25,20,505,No
3336-JORSO,33,110,3655,Yes
7799-DSEWS,18,68,1299,No
8766-PAFNE,71,79,5564,No
5315-CKEQK,28,51,1381,No
3130-ICDUP,2,81,188,No
0820-FNRNX,17,67,1077,No
0880-FVFWF,56,86,4922,No
4611-ANLQC,60,50,2911,No
4213-HKBJO,33,26,826,No
2792-LSHWX,1,83,83,No
5028-GZLDO,2,71,140,Yes
0014-BMAQU,63,85,5377,No
6861-XWTWQ,7,99,665,Yes
9018-PCIOK,55,65,3617,No
4837-QUSFT,65,100,6643,No
6877-TJMBR,1,85,84,Yes
9953-ZMKSM,63,25,1559,No
0907-HQNTS,70,113,7987,No
7665-NKLAV,36,41,1547,No
6769-DCQLI,52,105,5426,Yes
2433-KMEAS,22,54,1127,Yes
4391-LNRXK,22,95,2142,No
8250-ZNGGW,5,60,287,No
2195-ZRVAX,47,85,4045,Yes
3550-SAHFP,33,83,2757,Yes
2011-TRQYE,18,34,600,Yes
8562-GHPPI,1,20,19,No
5893-PYOLZ,56,82,4534,No
4986-MXSFP,2,20,40,No
6131-FOYAS,35,60,2094,No
3027-YNWZU,64,25,1584,No
5609-IMCGG,15,84,1302,No
4873-ILOLJ,24,90,2238,Yes
4727-MCYZG,1,56,55,No
9481-WHGWY,70,75,5437,No
2725-KXXWT,1,91,90,Yes
9565-DJPIB,4,90,365,Yes
4328-VUFWD,39,59,2209,No
3301-LSLWQ,29,66,1912,No
7473-ZBDSN,14,19,255,No
3166-PNEOF,61,86,5175,No
5639-NTUPK,13,52,670,No
8780-YRMTT,66,47,3177,No
8348-HFYIV,2,49,90,Yes
5140-FOMCQ,59,109,6557,No
6242-SGYTS,62,95,5791,No
8166-ORCHU,33,94,3055,No
8414-OOEEL,66,80,5196,No
8454-AATJP,72,115,8405,No
6849-WLEYG,1,20,19,Yes
4659-NZRUF,19,95,1789,Yes
4531-AUZNK,51,95,5000,No
4191-XOVOM,63,105,6713,No
2150-OEGBV,27,20,562,No
8429-XIBUM,22,101,2317,Yes
1855-CFULU,4,20,91,No
4878-BUNFV,42,21,828,No
1872-EBWSC,29,20,617,No
2608-BHKFN,4,70,266,Yes
7026-YMSBE,30,20,625,No
7341-LXCAF,4,75,301,Yes
6997-UVGOX,71,85,6029,No
9674-EHPPG,46,40,1842,No
9462-MJUAW,4,50,206,Yes
8128-YVJRG,7,80,604,Yes
5440-VHLUL,69,105,7386,No
5781-BKHOP,72,101,7334,No
4283-FUTGF,19,80,1471,Yes
5213-TWWJU,28,91,2626,No
1569-TTNYJ,5,79,412,Yes
8628-MFKAX,72,117,8277,No
2397-BRLOM,8,80,583,Yes
7629-WIXZF,7,59,369,No
5445-GLVOT,22,50,1049,No
3976-HXHCE,72,19,1414,No
2466-NEJOJ,8,20,169,No
0254-KCJGT,52,81,4354,No
5472-CVMDX,68,39,2719,No
6461-SZMCV,71,88,6365,No
8150-QUDFX,2,20,51,No
9508-ILZDG,34,96,3190,No
2346-DJQTB,35,24,812,No
1697-LYYYX,61,19,1143,No
1942-OQFRW,1,44,44,No
4749-VFKVB,1,50,50,Yes
9640-ZSLDC,53,61,3297,No
4231-LZUYM,72,26,1887,No
7598-UAASY,2,76,151,Yes
7938-OUHIO,3,99,293,Yes
8510-AWCXC,13,101,1308,Yes
6128-AQBMT,41,54,2215,No
3594-BDSOA,24,20,482,No
0431-APWVY,28,90,2598,Yes
5133-VRSAB,8,29,216,No
5996-DAOQL,1,20,20,No
6838-YAUVY,54,95,5064,No
0484-JPBRU,41,25,996,No
7883-ROJOC,19,45,839,No
0244-LGNFY,72,93,6733,No
7274-CGTOD,62,44,2618,No
4295-YURET,56,73,4084,No
3426-NIYYL,15,52,765,Yes
8225-BTJAU,10,79,793,Yes
4635-EJYPD,32,19,613,No
1866-ZSLJM,21,20,402,No
4636-TVXVG,62,20,1244,No
4236-UJPWO,2,24,46,No
9392-XBGTD,27,21,581,No
3387-VATUS,5,95,462,Yes
6402-SSEJG,25,61,1540,No
1143-NMNQJ,2,86,169,Yes
1169-SAOCL,49,107,5168,No
1110-KYLGQ,63,108,6780,No
9929-PLVPA,4,20,94,No
3518-PZXZQ,1,55,55,No
2371-JUNGC,11,20,208,No
7693-QPEFS,52,73,3829,No
0924-BJCRC,60,89,5294,No
5074-FBGHB,64,105,6889,No
2351-BKRZW,43,75,3254,No
4455-BFSPD,61,101,6383,No
0415-MOSGF,1,44,44,Yes
1724-BQUHA,5,90,477,Yes
3948-KXDUF,66,69,4447,No
2323-ARSVR,67,111,7321,No
0815-MFZGM,42,99,4135,No
4826-XTSOH,1,86,86,Yes
5480-XTFFL,31,21,697,No
8295-FHIVV,7,19,168,No
2495-INZWQ,4,45,174,Yes
9086-YJYXS,34,77,2753,No
1179-INLAT,3,19,69,No
7909-FIOIY,19,25,434,No
4139-SUGLD,31,35,1077,Yes
6857-VWJDT,1,96,95,Yes
6351-SCJKT,3,41,107,No
5468-BPMMO,46,20,851,No
5624-BQSSA,1,21,20,Yes
0197-PNKNK,69,84,5848,No
2439-QKJUL,5,20,109,No
1194-SPVSP,1,20,19,No
9534-NSXEM,26,21,595,No
2408-WITXK,10,35,329,Yes
8929-KSWIH,25,99,2513,No
2250-IVBWA,64,81,5135,No
1810-MVMAI,30,68,2000,No
9506-UXUSK,13,70,931,No
1229-RCALF,64,115,7396,No
3572-UOLYZ,46,85,3958,No
1429-UYJSV,12,20,260,No
5577-OTWWW,15,20,297,Yes
6100-QQHEB,17,93,1515,Yes
6366-XIVKZ,13,63,816,No
3470-OBUET,67,74,4868,No
2770-NSVDG,24,29,688,No
9375-MHRRS,6,50,288,No
2634-HCZGT,53,60,3229,Yes
7503-QQRVF,16,74,1178,Yes
4860-YZGZM,10,20,185,No
6599-GZWCM,13,75,966,No
2691-NZETQ,9,85,758,Yes
4404-HIBDJ,25,74,1863,Yes
5533-NHFRF,7,44,265,No
7037-MTYVW,38,85,3297,No
4760-THGOT,43,94,4107,No
7295-JOMMD,4,98,396,Yes
4016-BJKTZ,25,109,2809,No
6584-VQMYT,27,56,1567,No
9838-BFCQT,72,26,1851,No
2790-XUYMV,71,85,6028,No
0581-MDMPW,24,89,2072,No
5013-SBUIH,50,110,5551,Yes
1023-BQXZE,57,74,4317,No
9163-GHAYE,15,49,736,No
3904-UKFRE,4,80,336,No
5353-WILCI,28,56,1522,No
0709-TVGUR,9,75,622,Yes
0058-EVZWM,55,90,4959,No
6023-YEBUP,3,101,329,Yes
7209-JCUDS,10,95,1048,Yes
7009-PCARS,55,19,1001,No
0519-DRGTI,20,20,442,No
1017-FBQMM,62,106,6703,No
3001-CBHLQ,32,105,3351,Yes
1985-MBRYP,43,20,779,No
6158-DWPZT,9,24,259,Yes
9372-TXXPS,60,60,3483,No
3259-QMXUN,58,86,4890,No
1015-JPFYW,7,19,136,No
6645-MXQJT,2,97,184,No
4360-QRAVE,37,37,1315,No
8433-WPJTV,65,104,6767,No
5804-JMYIO,39,20,757,No
3763-GCZHZ,66,104,6890,Yes
6484-LATFU,68,25,1657,No
7599-NTMDP,62,49,3008,No
0772-GYEQQ,3,88,262,Yes
0536-ACXIP,72,110,8165,No
0936-NQLJU,41,21,875,No
4831-EOBFE,29,95,2649,Yes
1575-KRZZE,4,55,220,No
3251-YMVWZ,53,24,1301,No
4102-OQUPX,1,74,74,Yes
9170-GYZJC,41,80,3326,Yes
4884-LEVMQ,39,20,790,No
8857-CUPFQ,63,19,1237,No
7610-TVOPG,15,26,378,No
3638-DIMPH,13,44,592,No
1845-ZLLIG,1,50,50,No
8559-WNQZS,1,20,20,No
3999-QGRJH,8,70,560,Yes
1699-UOTXU,60,61,3638,No
2454-RPBRZ,12,98,1060,Yes
0635-WKOLD,40,71,2921,No
5993-JSUWV,66,61,4017,No
4518-FZBSX,42,20,854,No
5387-ASZNZ,66,64,4174,No
6988-CJEYV,49,99,4920,No
2002-MZHWP,1,20,20,Yes
3097-FQTVJ,41,20,810,No
5465-BUBFA,41,19,772,No
7299-GNVPL,23,84,1936,No
9743-DQKQW,3,25,79,No
1215-VFYVK,4,48,202,No
9371-BITHB,52,20,1070,No
2265-CYWIV,4,100,347,Yes
9093-FPDLG,11,94,999,No
0541-FITGH,2,62,113,No
6985-HAYWX,26,79,2015,No
7508-KBIMB,24,56,1454,No
6838-HVLXG,12,20,246,No
2277-DJJDL,60,99,6017,No
1897-OKVMW,64,91,5817,No
5485-ITNPC,66,86,5595,No
0233-FTHAV,60,79,4765,No
4644-PIZRT,17,70,1201,No
8922-NPKBJ,42,19,867,No
2740-TVLFN,1,50,50,No
7771-CFQRQ,47,64,3007,No
9512-PHSMG,10,21,252,No
6963-EZQEE,70,89,6306,No
2452-KDRRH,67,101,6841,No
2004-OCQXK,1,82,81,Yes
5027-QPKTE,7,69,451,Yes
4146-SVFUD,1,45,44,No
1564-HJUVY,4,64,226,No
3617-XLSGQ,66,109,7082,No
7517-LDMPS,12,85,1017,No
7244-KXYZN,24,20,527,No
5226-NOZFC,26,86,2146,No
2672-HUYVI,6,91,455,Yes
1400-WIVLL,57,108,5969,No
7508-MYBOG,14,86,1235,Yes
8148-NLEGT,42,23,1014,No
0148-DCDOS,25,95,2362,Yes
8347-GDTMP,64,19,1225,No
9992-RRAMN,22,85,1873,Yes
6746-WAUWT,19,20,386,No
0310-MVLET,61,99,6010,Yes
0428-IKYCP,22,87,1850,No
4550-VBOFE,70,103,7101,Yes
2187-PKZAY,12,80,1043,No
4003-OCTMP,31,64,1910,No
6652-YFFJO,11,65,716,No
7225-IILWY,68,26,1686,No
5248-RPYWW,72,90,6716,No
7923-IYJWY,67,116,7839,No
3170-GWYKC,60,105,6236,No
5696-QURRL,1,45,45,Yes
7409-KIUTL,1,71,71,Yes
9830-ECLEN,58,50,2919,No
1732-VHUBQ,47,71,3309,Yes
0495-RVCBF,1,80,79,Yes
2668-TZSPS,1,20,20,No
7854-EDSSA,22,59,1254,Yes
8869-TORSS,48,60,2896,Yes
7446-SFAOA,37,20,717,No
9522-ZSINC,13,20,253,No
8234-GSZYK,43,26,1110,No
6505-OZNPG,6,63,348,No
6164-HAQTX,71,54,3888,No
0679-IDSTG,1,69,69,Yes
7765-LWVVH,72,95,6843,No
1658-TJVOA,6,74,450,No
0953-LGOVU,12,36,432,No
2115-BFTIW,25,71,1767,Yes
4692-NNQRU,21,79,1742,No
7742-MYPGI,6,49,297,No
0611-DFXKO,20,89,1820,Yes
7780-OTDSO,18,99,1742,Yes
9619-GSATL,43,55,2444,No
5622-UEJFI,35,25,949,No
9747-DDZOS,1,74,73,Yes
0674-DGMAQ,32,94,2970,No
6203-HBZPA,52,64,3334,No
0484-FFVBJ,32,65,2010,No
0301-FIDRB,72,64,4684,No
4139-JPIAM,51,44,2181,No
2181-TIDSV,68,20,1303,No
2761-XECQW,8,43,371,No
1936-CZAKF,49,50,2409,No
9453-PATOS,72,85,6155,No
0564-JJHGS,9,96,829,Yes
3348-CFRNX,28,92,2602,Yes
4402-FTBXC,54,90,4667,No
1428-GTBJJ,11,75,824,Yes
2931-XIQBR,50,103,5153,No
0106-UGRDO,69,116,8182,No
5542-TBBWB,1,70,69,No
1930-QPBVZ,68,95,6683,No
2606-PKWJB,40,40,1564,No
5322-ZSMZY,31,26,755,No
8059-UDZFY,33,105,3465,No
7740-BTPUX,55,114,6292,No
5220-AGAAX,68,24,1664,No
0208-BPQEJ,12,19,198,No
9435-JMLSX,71,86,6045,No
3352-ALMCK,40,103,4108,No
5312-IRCFR,64,93,5980,No
5294-IMHHT,53,98,5043,No
8802-UNOJF,12,84,1029,Yes
6313-GIDIT,53,54,2854,Yes
6176-YJWAS,72,98,7114,No
5310-NOOVA,46,20,907,No
4526-EXKKN,40,25,973,No
5311-IHLEI,12,51,605,No
3987-KQDDU,9,76,661,No
3404-JNXAX,51,81,4116,No
5131-PONJI,49,90,4494,No
2845-AFFTX,41,100,4259,Yes
3489-VSFRD,56,60,3282,No
3345-JHUEO,4,20,55,No
5815-HGGHV,20,64,1274,No
5260-UMPWX,26,20,493,No
2249-YPRNG,20,106,2239,Yes
7410-YTJIK,7,75,480,Yes
4626-GYCZP,7,94,635,Yes
5649-RXQTV,51,99,5038,No
2674-MIAHT,4,80,324,No
2576-HXMPA,1,20,19,No
7587-AOVVU,27,101,2793,No
5590-BYNII,22,101,2095,Yes
6898-MDLZW,12,54,648,No
3237-AJGEH,3,31,95,Yes
4707-YNOQA,34,26,917,No
9357-UJRUN,24,58,1346,No
1591-NFNLQ,51,80,4242,Yes
8648-PFRMP,14,46,672,No
7663-CUXZB,59,114,6561,No
0258-NOKBL,3,90,268,No
1163-VIPRI,65,109,7337,No
2815-CPTUL,5,70,331,Yes
9348-ROUAI,59,90,5194,No
9443-JUBUO,72,65,4478,No
0596-BQCEQ,62,100,6283,Yes
1481-ZUWZA,28,94,2659,Yes
3043-TYBNO,3,61,196,No
4830-FAXFM,19,24,439,No
5906-BFOZT,1,20,19,No
2960-NKRSO,24,86,2107,No
8996-ZROXE,57,54,3035,No
5598-IKHQQ,72,25,1866,No
0397-ZXWQF,67,20,1430,No
5266-PFRQK,52,21,1071,No
4674-HGNUA,71,90,6457,No
6765-MBQNU,26,26,684,No
9786-IJYDL,35,113,3914,No
1303-SRDOK,55,69,3842,No
3769-MHZNV,33,20,670,No
6295-OSINB,72,110,7880,No
3308-MHOOC,1,19,19,No
2309-OSFEU,10,34,298,Yes
2207-QPJED,37,90,3371,No
4177-JPDFU,12,34,442,No
2239-CFOUJ,1,20,20,No
8046-DNVTL,62,39,2345,No
2209-XADXF,1,25,25,No
6620-JDYNW,18,61,1156,No
1891-FZYSA,69,90,6143,Yes
4770-UEZOX,2,75,144,No
1038-RQOST,19,21,414,No
7613-LLQFO,12,84,1059,Yes
4568-TTZRT,9,20,181,No
9513-DXHDA,27,82,2212,No
2640-PMGFL,27,80,2180,Yes
3801-HMYNL,1,89,89,Yes
0516-QREYC,24,20,459,No
9685-WKZGT,14,75,1036,Yes
6022-UGGSO,32,74,2276,Yes
8084-OIVBS,11,20,211,No
8896-BQTTI,1,25,25,No
3865-QBWSJ,38,80,3162,No
3352-RICWQ,9,20,210,No
2160-GPFXD,54,66,3566,No
2065-MMKGR,29,71,2080,No
5857-TYBCJ,44,89,4040,No
1498-NHTLT,59,87,5186,No
4484-CGXFK,3,55,196,Yes
1402-PTHGN,18,62,1087,No
4176-RELJR,67,25,1672,No
6214-EDAKZ,22,55,1206,Yes
5199-FPUSP,33,34,1113,No
6377-KSLXC,5,20,107,No
1796-JANOW,2,20,38,No
0238-WHBIQ,72,90,6339,No
8735-NBLWT,9,20,184,No
6651-RLGGM,67,26,1688,No
6127-ISGTU,16,85,1378,Yes
1614-JBEBI,8,21,137,No
8740-XLHDR,5,43,219,Yes
1208-DNHLN,23,48,1067,Yes
1761-AEZZR,1,80,79,Yes
3923-CSIHK,50,71,3444,Yes
5696-EXCYS,17,19,369,No
5795-KTGUD,68,111,7553,No
7120-RFMVS,1,84,84,Yes
7924-GJZFI,25,69,1813,No
4702-HDRKD,67,49,3321,No
8512-WIWYV,32,20,707,No
5897-ZYEKH,67,106,7112,No
5456-ITGIC,72,64,4641,No
7317-GGVPB,71,109,7690,Yes
1406-PUQVY,1,50,49,No
1322-AGOQM,46,30,1380,Yes
3677-IYRBF,2,30,78,Yes
5692-FPTAH,1,45,45,Yes
9114-AAFQH,48,66,3094,No
8715-KKTFG,61,103,6518,No
1550-LOAHA,32,84,2585,Yes
1728-BQDMA,2,44,82,No
0268-QKIWO,3,20,58,Yes
0876-WDUUZ,5,85,425,Yes
5117-ZSMHQ,71,90,6342,No
5151-HQRDG,37,55,2030,No
0960-HUWBM,65,104,6700,No
6465-GSRCL,67,107,7244,No
0617-FHSGK,49,75,3678,Yes
0263-FJTQO,50,70,3486,No
7319-ZNRTR,25,20,411,No
2858-MOFSQ,17,56,937,Yes
7503-EPSZW,64,24,1559,No
7089-XXAYG,25,38,970,No
8118-LSUEL,23,106,2483,Yes
8070-AAWZP,24,34,828,No
1666-JXLKU,37,100,3810,No
7855-DIWPO,21,69,1493,No
5133-POWUA,1,46,45,No
5652-MSDEY,10,76,777,No
7005-CCBKV,6,84,556,Yes
1810-BOHSY,51,96,4911,No
1784-BXEFA,10,21,187,No
7351-MHQVU,6,51,307,No
9224-VTYID,47,90,4318,No
9500-IWPXQ,61,79,4820,No
5762-TJXGK,52,59,3038,No
4504-YOULA,35,59,2136,No
5569-IDSEY,71,106,7472,No
4250-FDVOU,6,56,389,Yes
7284-ZZLOH,45,53,2296,No
5277-ZLOOR,2,86,187,Yes
2141-RRYGO,4,69,261,Yes
1777-JYQPJ,2,24,38,No
6376-GAHQE,4,78,299,Yes
3401-URHDA,51,60,3043,No
1599-EAHXY,60,24,1506,No
8631-XVRZL,9,20,163,No
5052-PNLOS,3,105,323,Yes
3853-LYGAM,17,96,1640,No
6979-ZNSFF,8,87,762,Yes
5751-USDBL,46,81,3846,No
5680-LQOGP,68,82,5646,No
2386-LAHRK,1,54,53,Yes
8189-DUKMV,4,20,79,No
6032-IGALN,1,25,25,Yes
9931-DCEZH,28,54,1516,No
1898-JSNDC,39,59,2224,No
0315-LVCRK,11,85,888,No
3911-RSNHI,71,61,4310,No
2410-CIYFZ,2,20,42,No
4248-HCETZ,30,80,2365,Yes
5505-OVWQW,17,20,353,No
7271-AJDTL,55,94,5073,No
1867-TJHTS,58,80,4526,No
0516-WJVXC,5,54,308,Yes
9174-FKWZE,1,19,19,Yes
6860-YRJZP,9,74,678,No
4429-WYGFR,26,49,1237,No
2817-LVCPP,50,19,1023,No
5038-ETMLM,72,114,8182,No
5056-FIMPT,43,106,4532,No
4521-WFJAI,56,26,1444,No
6569-KTMDU,1,19,19,No
8809-RIHDD,72,103,7372,Yes
8809-XKHMD,72,101,7325,No
0396-YCHWO,36,95,3474,No
0867-LDTTC,5,75,392,No
4822-NGOCH,13,84,1058,Yes
9391-DXGGG,44,89,3990,No
9844-FELAJ,70,108,7475,No
2122-SZZZD,44,20,835,No
5307-DZCVC,32,86,2628,Yes
3148-AOIQT,69,25,1718,No
8679-JOEVF,16,59,1023,Yes
8395-ETZKQ,68,20,1193,No
6692-YQHXC,16,70,1205,No
3889-VWBID,68,83,5776,No
5222-JCXZT,4,19,78,No
9754-CLVZW,26,39,1025,No
1432-FPAXX,29,31,856,Yes
2739-CCZMB,5,20,122,No
7080-TNUWP,70,95,6602,No
0496-AHOOK,24,74,1712,No
8336-TAVKX,72,78,5682,No
2468-SJFLM,1,74,74,No
3181-VTHOE,70,51,3635,No
7168-HDQHG,36,19,702,No
4803-AXVYP,38,100,3734,Yes
3884-HCSWG,17,70,1144,Yes
4567-AKPIA,41,109,4454,No
5077-DXTCG,1,45,45,Yes
1142-WACZW,2,30,75,Yes
7901-HXJVA,14,76,1117,No
5649-ANRML,2,95,180,Yes
4892-VLANZ,1,20,19,Yes
5924-IFQTT,13,73,930,No
7968-QUXNS,6,19,110,No
2919-HBCJO,4,77,333,Yes
4236-XPXAV,5,99,465,Yes
8903-WMRNW,15,102,1669,No
2452-SNHFZ,47,75,3545,No
3629-WEAAM,8,64,504,No
6029-CSMJE,17,26,440,No
7993-NQLJE,15,75,1151,No
9909-DFRJA,26,96,2475,No
9099-FTUHS,23,54,1249,No
0581-BXBUB,4,73,317,No
4962-CHQPW,29,20,535,No
9467-ROOLM,25,19,461,No
3030-YZADT,9,45,431,Yes
7410-KTVFV,18,50,878,Yes
5150-ITWWB,3,95,335,No
2253-KPMNB,69,46,3121,No
1345-ZUKID,14,19,324,No
6429-SHBCB,19,70,1394,No
9281-OFDMF,39,91,3413,No
2603-HVKCG,31,101,3143,No
1834-WULEG,24,20,439,No
9097-ZUBYC,14,49,664,No
5148-ORICT,64,74,4759,No
4893-GYUJU,50,19,1033,No
4578-PHJYZ,52,69,3482,No
7272-QDCKA,28,100,2688,No
8908-SLFCJ,21,21,435,No
8393-DLHGA,25,96,2448,Yes
9766-HGEDE,17,19,307,No
6968-MHOMU,58,45,2689,No
7395-IGJOS,17,82,1329,Yes
5044-XDPYX,51,26,1281,No
1814-WFGVS,72,49,3527,No
2834-SPCJV,52,84,4348,Yes
3721-WKIIL,27,20,561,No
6734-CKRSM,3,20,63,No
1265-ZFOSD,64,81,5129,No
6568-POCUI,45,95,4285,No
7890-VYYWG,3,36,93,Yes
5197-LQXXH,71,83,5894,No
9907-SWKKF,1,25,25,Yes
3457-PQBYH,58,20,1160,No
7682-AZNDK,34,90,3091,No
0587-DMGBH,8,50,365,Yes
5384-ZTTWP,15,20,272,No
3745-HRPHI,66,55,3632,No
7636-OWBPG,12,29,381,No
1231-YNDEK,58,19,1035,No
1407-DIGZV,3,19,52,No
6397-JNZZG,43,56,2342,Yes
0570-BFQHT,9,81,653,No
4393-OBCRR,3,20,71,No
3523-QRQLL,22,70,1498,Yes
8564-LDKFL,40,106,4178,No
3696-DFHHB,68,26,1821,No
0895-DQHEW,54,104,5278,Yes
4717-GHADL,50,80,4024,No
5501-TVMGM,1,55,55,No
5879-HMFFH,72,88,6520,No
6772-WFQRD,40,20,854,No
3810-DVDQQ,72,118,8308,No
6972-SNKKW,6,20,109,No
3694-GLTJM,5,20,92,No
8550-XSXUQ,48,71,3420,No
8149-RSOUN,1,94,93,Yes
9055-MOJJJ,64,66,4068,No
4359-INNWN,17,20,337,No
0585-EGDDA,40,80,3168,No
4032-RMHCI,41,35,1412,No
0549-CYCQN,51,80,3974,No
3481-JHUZH,41,80,3439,No
7250-EQKIY,1,50,50,Yes
3594-IVHJZ,2,20,42,No
6869-FGJJC,68,80,5461,No
3896-ZVNET,24,25,571,No
8205-VSLRB,70,77,5498,No
5960-MVTUK,3,30,96,No
6817-WTYHE,2,45,111,No
3082-VQXNH,3,30,94,No
4013-UBXWQ,7,75,521,Yes
4931-TRZWN,13,72,923,No
0750-EKNGL,7,21,141,No
7669-LCRSD,12,56,628,No
3567-PQTSO,53,105,5576,No
5519-NPHVG,12,94,1046,Yes
8043-PNYSD,63,20,1245,No
9938-EKRGF,15,84,1287,No
2703-AMTUL,36,54,1939,No
0928-JMXNP,4,30,118,No
8173-RXAYP,24,20,452,No
4825-XJGDM,61,44,2696,No
5402-HTOTQ,16,55,875,No
6734-JDTTV,65,20,1267,No
7850-THJMU,26,20,494,No
3890-RTCMS,16,49,799,No
8849-GYOKR,54,107,5763,Yes
3148-BLQJT,1,20,20,Yes
3717-FDJFU,5,20,106,No
3665-JATSN,19,40,710,No
7966-YOTQW,10,54,568,No
0461-CVKMU,23,84,1900,Yes
8806-EAGWC,3,55,159,Yes
8853-TZDGH,72,112,8012,No
7779-LGOVN,10,87,856,Yes
4324-BZCKL,10,56,551,No
6924-TDGMT,11,21,184,No
9710-ZUSHQ,37,107,4056,Yes
1536-YHDOE,17,62,1096,No
8123-QBNAZ,36,104,3684,No
3629-ZNKXA,17,102,1752,No
4827-LTQRJ,66,111,7210,No
7711-YIJWC,61,85,5264,No
5482-VXSXJ,22,93,2157,No
7365-BVCJH,1,24,24,No
9620-ENEJV,6,71,433,No
4183-WCSEP,31,78,2435,Yes
2378-YIZKA,68,85,5607,No
5498-TXHLF,34,87,2874,Yes
0689-DSXGL,52,86,4433,No
6818-DJXAA,10,91,964,No
9722-UJOJR,29,71,1974,Yes
0464-WJTKO,72,20,1460,No
8902-ZEOVF,47,20,951,No
6778-EICRF,24,75,1821,No
2662-NNTDK,65,25,1600,No
4132-KALRO,4,101,399,No
3902-FOIGH,12,101,1218,Yes
6772-KSATR,1,82,81,Yes
7112-OPOTK,33,68,2171,Yes
2874-YXVVA,34,105,3634,No
1245-HARPS,14,20,292,No
4210-QFJMF,4,79,317,Yes
4323-ELYYB,13,20,218,No
4293-ETKAP,65,79,5071,No
6064-PUPMC,23,57,1423,No
6504-VBLFL,55,59,3068,No
6322-PJJDJ,49,95,4690,No
0330-BGYZE,60,102,6157,No
1085-LDWAM,69,20,1442,No
7586-ZATGZ,40,85,3369,No
7197-VOJMM,67,69,4671,No
3318-OSATS,35,95,3474,Yes
5828-AVIPD,19,101,1875,Yes
1843-TLSGD,13,21,272,No
9626-VFRGG,41,88,3645,No
7075-BNDVQ,4,35,135,No
9143-CANJF,24,55,1319,No
7284-BUYEC,5,51,229,No
2041-JIJCI,5,64,370,No
1086-LXKFY,1,69,69,Yes
4900-MSOMT,72,80,5714,No
2229-VWQJH,24,49,1233,No
9194-GFVOI,42,84,3571,No
1336-EZFZY,4,20,83,No
4282-MSACW,68,117,8035,No
1403-LKLIK,33,20,579,No
